name,city,state,pred_degree,type,region,locale,adm_rate,math_stat,size,cost,student_expend,earnings,debt
Franklin Technology Center Adult Education,Joplin,MO,Associates,Public,Plains,City,NA,0,57,NA,12787,36700,7600
Professional Technical Institution,Bayamon,PR,Associates,Private,Outlying Areas,City,NA,0,187,NA,5345,24336,PS
Erikson Institute,Chicago,IL,Graduate,Private,Great Lakes,City,NA,NA,NA,NA,47023,NA,PS
South Texas College,McAllen,TX,Associates,Public,Southwest,City,NA,0.0024,16131,7505,5557,36788,PS
Pike County Joint Vocational School District,Piketon,OH,Associates,Public,Great Lakes,Rural,NA,0,38,NA,5925,44689,PS
Lorain County Joint Vocational School District,Oberlin,OH,Associates,Public,Great Lakes,Rural,NA,0,108,NA,13649,35776,PS
Roger Williams University School of Law,Bristol,RI,Graduate,Private,New England,Suburb,NA,NA,NA,NA,15031,70266,26940
California State University-Monterey Bay,Seaside,CA,Bachelors,Public,Far West,Suburb,0.9483,0.0168,5811,26017,10834,59247,12750
Ohio Media School-Valley View,Valley View,OH,Associates,Private,Great Lakes,Suburb,NA,0,74,NA,1556,37423,9500
EINE Inc,Tewksbury,MA,Associates,Private,New England,Suburb,NA,0,40,NA,3482,NA,PS
Marian Health Careers Center-Los Angeles Campus,Los Angeles,CA,Associates,Private,Far West,City,NA,0,154,NA,7690,63612,12337
Cleveland Clinic Health System-School of Diagnostic Imaging,Beachwood,OH,Associates,Private,Great Lakes,Suburb,NA,0,31,NA,15250,NA,PS
Academy for Nursing and Health Occupations,West Palm Beach,FL,Associates,Private,Southeast,Suburb,NA,0,559,NA,7435,47039,20293
Shawsheen Valley School of Practical Nursing,Billerica,MA,Associates,Public,New England,Suburb,NA,0,35,NA,6305,NA,PS
Shear Ego International School of Hair Design,Rochester,NY,Associates,Private,Mid East,Suburb,NA,0,133,NA,4602,NA,6333
Remington College-Memphis Campus,Memphis,TN,Associates,Private,Southeast,City,NA,0,391,31495,4157,31349,13271
Fayette Institute of Technology,Oak Hill,WV,Associates,Public,Southeast,Suburb,NA,0,36,NA,3872,41880,PS
Capella University,Minneapolis,MN,Bachelors,Private,Plains,City,NA,0,16173,22029,1998,42189,14968
College of Menominee Nation,Keshena,WI,Associates,Private,Great Lakes,Rural,NA,0,199,16327,38854,25853,PS
Leech Lake Tribal College,Cass Lake,MN,Associates,Public,Plains,Rural,NA,0,243,18199,15203,NA,PS
Spartan College of Aeronautics & Technology,Inglewood,CA,Associates,Private,Far West,Suburb,NA,0,319,NA,2812,61575,20000
Yukon Beauty College Inc,Yukon,OK,Associates,Private,Southwest,Suburb,NA,0,26,NA,2942,19950,PS
United Education Institute-Morrow,Morrow,GA,Associates,Private,Southeast,Suburb,NA,0,1119,NA,2172,31141,9500
Artistic Academy of Hair Design,Morris Plains,NJ,Associates,Private,Mid East,Suburb,NA,0,93,NA,8062,34266,5500
Motoring Technical Training Institute,Seekonk,MA,Associates,Private,New England,Suburb,NA,0,328,NA,7852,48281,9500
Mech-Tech College,Caguas,PR,Associates,Private,Outlying Areas,City,NA,0,2246,17377,1641,24967,3500
Baldwin Beauty School-North Austin,Austin,TX,Associates,Private,Southwest,City,NA,0,84,NA,5007,24801,6980
Jean Madeline Aveda Institute,Philadelphia,PA,Associates,Private,Mid East,City,NA,0,239,NA,2531,26029,8028
Pacific College of Health and Science,New York,NY,Associates,Private,Mid East,City,NA,0,264,47478,3796,26209,12271
Tricoci University of Beauty Culture-Indianapolis,Indianapolis,IN,Associates,Private,Great Lakes,Suburb,NA,0,341,NA,3316,26446,7307
Trine University-Regional/Non-Traditional Campuses,Angola,IN,Bachelors,Private,Great Lakes,Town,0.2162,0,273,21976,3046,57165,25000
Pennsylvania Highlands Community College,Johnstown,PA,Associates,Public,Mid East,Rural,NA,0,719,12623,4481,38752,11000
Nevada Career Institute,Las Vegas,NV,Associates,Private,Far West,City,NA,0,396,NA,1884,41472,9500
Phillips Theological Seminary,Tulsa,OK,Graduate,Private,Southwest,City,NA,NA,NA,NA,25849,NA,PS
Empire Beauty School-Hanover,Hanover,PA,Associates,Private,Mid East,City,NA,0,50,NA,8867,24407,13583
Industrial Management Training Institute,Waterbury,CT,Associates,Private,New England,City,NA,0,29,NA,2043,55344,9500
Allen School-Jamaica,Jamaica,NY,Associates,Private,Mid East,City,NA,0,84,NA,7940,34186,9500
Premiere Career College,Irwindale,CA,Associates,Private,Far West,Suburb,NA,0,106,NA,2892,41270,15188
The University of Texas MD Anderson Cancer Center,Houston,TX,Bachelors,Public,Southwest,City,NA,0,322,NA,16448,90232,12500
Paul Mitchell the School-Huntsville,Madison,AL,Associates,Private,Southeast,Suburb,NA,0,102,NA,3859,19098,12375
Estes Institute of Cosmetology Arts and Science,Visalia,CA,Associates,Private,Far West,City,NA,0,41,NA,4606,26965,PS
Baldwin Park Adult & Community Education,Baldwin Park,CA,Associates,Public,Far West,Suburb,NA,0,435,NA,11175,32069,PS
Ventura Adult and Continuing Education,Ventura,CA,Associates,Public,Far West,City,NA,0,52,NA,27264,38232,3920
CT Aerotech,Hartford,CT,Associates,Public,New England,City,NA,0,34,NA,NA,NA,PS
Stratford School for Aviation Maintenance Technicians,Stratford,CT,Associates,Public,New England,Suburb,NA,0,27,NA,NA,NA,PS
City College-Altamonte Springs,Altamonte Springs,FL,Associates,Private,Southeast,Suburb,0.3077,0,293,36105,8933,35994,23208
Career Center of Southern Illinois,Red Bud,IL,Associates,Public,Great Lakes,Rural,NA,0,48,NA,5431,48452,15170
Crave Beauty Academy,Wichita,KS,Associates,Private,Plains,City,NA,0,355,NA,2406,26589,7917
Hastings Beauty School,Hastings,MN,Associates,Private,Plains,Town,NA,0,11,NA,10813,26258,PS
Kirksville Area Technical Center,Kirksville,MO,Associates,Public,Plains,Town,0.5,0,21,NA,25401,40517,PS
Southern Missouri Technical Institute,West Plains,MO,Associates,Public,Plains,Town,NA,0,58,NA,12386,31460,PS
Saline County Career Center,Marshall,MO,Associates,Public,Plains,Town,0.7,0,23,NA,7777,37200,14027
Warrensburg Area Career Center,Warrensburg,MO,Associates,Public,Plains,Town,0.9091,0,23,NA,21316,37242,PS
Cass Career Center,Harrisonville,MO,Associates,Public,Plains,Town,1,0,20,NA,12720,52545,PS
Applied Tech,Sunset Hills,MO,Associates,Public,Plains,Suburb,0.3636,0,152,NA,5611,56508,14750
Central College of Cosmetology,Saint Robert,MO,Associates,Private,Plains,Town,NA,0,48,NA,3127,22821,PS
Southeast Missouri Hospital College of Nursing and Health Sciences,Cape Girardeau,MO,Associates,Private,Plains,City,1,0,146,27592,10685,60918,11500
Messenger College,Bedford,TX,Bachelors,Private,Southwest,Suburb,0.5,0,26,26199,4774,29463,PS
Union County Vocational Technical School,Scotch Plains,NJ,Associates,Public,Mid East,Suburb,NA,0,60,NA,4470,37590,PS
Prism Career Institute-Philadelphia,Philadelphia,PA,Associates,Private,Mid East,City,1,0,406,NA,5261,32473,17200
Clinton Essex Warren Washington BOCES,Plattsburgh,NY,Associates,Public,Mid East,Town,0.3288,0,35,NA,14686,NA,PS
Jefferson Lewis BOCES-Practical Nursing Program,Watertown,NY,Associates,Public,Mid East,Rural,NA,0,23,NA,10763,47886,8432
Veeb Nassau County School of Practical Nursing,Hicksville,NY,Associates,Public,Mid East,Suburb,NA,0,388,46071,34633,62185,9500
Cattaraugus Allegany BOCES-Practical Nursing Program,Olean,NY,Associates,Public,Mid East,Rural,NA,0,23,NA,6147,39581,PS
Orange Ulster BOCES,Newburgh,NY,Associates,Public,Mid East,City,0.7857,0,72,NA,11393,57794,PS
Wayne Finger Lakes BOCES-Practical Nursing Program,Newark,NY,Associates,Public,Mid East,Town,NA,0,77,NA,15328,49509,12125
Broome Delaware Tioga BOCES-Practical Nursing Program,Endicott,NY,Associates,Public,Mid East,Suburb,NA,0,88,NA,6347,53233,PS
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,Hudson Falls,NY,Associates,Public,Mid East,Suburb,1,0,37,NA,7095,48129,PS
Albany BOCES-Adult Practical Nursing Program,Albany,NY,Associates,Public,Mid East,Suburb,NA,0,161,NA,3999,47733,9500
Eastern Suffolk BOCES,Sayville,NY,Associates,Public,Mid East,Suburb,0.9626,0,275,NA,6065,63394,9500
Rockland County BOCES-Practical Nursing Program,West Nyack,NY,Associates,Public,Mid East,Suburb,NA,0,29,NA,5141,68647,8756
New York College of Health Professions,Syosset,NY,Bachelors,Private,Mid East,Suburb,NA,0,32,46556,11685,31601,24867
Charles Stuart School of Diamond Setting,Brooklyn,NY,Associates,Private,Mid East,City,NA,0,43,NA,3820,NA,PS
Penta County Joint Vocational School,Perrysburg,OH,Associates,Public,Great Lakes,Suburb,NA,0,67,NA,30809,33656,PS
Career and Technology Education Centers of Licking County,Newark,OH,Associates,Public,Great Lakes,Suburb,NA,0,220,NA,16510,38002,6500
Northern Career Institute,Eastlake,OH,Associates,Public,Great Lakes,Suburb,NA,0,140,21888,11762,49073,9500
Washington County Career Center-Adult Technical Training,Marietta,OH,Associates,Public,Great Lakes,Rural,NA,0,189,NA,11237,43749,PS
Ohio Media School-Cincinnati,Norwood,OH,Associates,Private,Great Lakes,Suburb,NA,0,67,NA,1376,28918,9500
Vantage Career Center,Van Wert,OH,Associates,Public,Great Lakes,Town,NA,0,158,NA,7885,33875,11978
Indian Capital Technology Center-Muskogee,Muskogee,OK,Associates,Public,Southwest,Town,NA,0,1535,NA,4234,33208,PS
Western Technology Center,Burns Flat,OK,Associates,Public,Southwest,Rural,NA,0,141,NA,11105,29728,PS
Mid-America Technology Center,Wayne,OK,Associates,Public,Southwest,Rural,NA,0,147,NA,10504,38465,PS
Eastern Oklahoma County Technology Center,Choctaw,OK,Associates,Public,Southwest,Rural,NA,0,110,NA,16898,49311,PS
Wes Watkins Technology Center,Wetumka,OK,Associates,Public,Southwest,Rural,NA,0,205,NA,23834,32209,PS
York County School of Technology-Adult & Continuing Education,York,PA,Associates,Public,Mid East,Suburb,NA,0,288,NA,2186,54322,9500
Chester County Intermediate Unit,Downingtown,PA,Associates,Public,Mid East,Suburb,0.4935,0,85,NA,16010,60347,18075
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,Reynoldsville,PA,Associates,Public,Mid East,Rural,0.7692,0,25,NA,11987,36531,PS
Greater Johnstown Career and Technology Center,Johnstown,PA,Associates,Public,Mid East,Rural,NA,0,102,NA,30460,48881,8455
Mifflin County Academy of Science and Technology,Lewistown,PA,Associates,Public,Mid East,Town,0.4054,0,38,NA,14376,47765,PS
Lenape Technical School Practical Nursing Program,Ford City,PA,Associates,Public,Mid East,Rural,NA,0,71,NA,8664,46756,17130
Venango County Area Vocational Technical School,Oil City,PA,Associates,Public,Mid East,Town,0.6029,0,57,NA,10865,38161,13500
Lancaster County Career and Technology Center,Willow Street,PA,Associates,Public,Mid East,Suburb,NA,0,250,NA,5240,44566,15250
Lebanon County Area Vocational Technical School,Lebanon,PA,Associates,Public,Mid East,Suburb,NA,0,64,NA,6113,56364,15485
Indiana County Technology Center,Indiana,PA,Associates,Public,Mid East,Rural,NA,0,90,NA,14583,34858,10901
Northern Tier Career Center,Towanda,PA,Associates,Public,Mid East,Rural,0.9286,0,37,NA,6262,38737,14750
Hazleton Area Career Center,Hazle TWP.,PA,Associates,Public,Mid East,Suburb,NA,0,7,NA,16697,49311,PS
All-State Career School-Pittsburgh,West Mifflin,PA,Associates,Private,Mid East,Suburb,NA,0,418,NA,3799,33193,9500
D'Mart Institute,Barranquitas,PR,Associates,Private,Outlying Areas,Suburb,NA,0,283,NA,1371,17340,PS
Automeca Technical College-Aguadilla,Aguadilla,PR,Associates,Private,Outlying Areas,Suburb,NA,0,231,12023,1169,24632,3030
North Central Institute,Clarksville,TN,Associates,Private,Southeast,City,NA,0,55,NA,7825,55027,PS
Pipo Academy of Hair Design,El Paso,TX,Associates,Private,Southwest,City,NA,0,11,NA,3339,20136,PS
Tint School of Makeup and Cosmetology-Dallas,Grand Prairie,TX,Associates,Private,Southwest,Suburb,NA,0,212,NA,4082,26381,6333
United Technical Center,Clarksburg,WV,Associates,Public,Southeast,Town,NA,0,23,11600,7318,49130,PS
Charles H McCann Technical School,North Adams,MA,Associates,Public,New England,Rural,NA,0,45,NA,17407,NA,PS
Central California School of Continuing Education,San Luis Obispo,CA,Associates,Private,Far West,City,NA,0,72,21990,1738,41223,5150
HCA Florida Mercy Hospital School of Practical Nursing,Miami,FL,Associates,Private,Southeast,City,1,0,54,NA,12471,72275,PS
Marion Technical College,Ocala,FL,Associates,Public,Southeast,City,NA,0,436,NA,11059,36095,PS
Rivertown School of Beauty Barber Skin Care and Nails,Columbus,GA,Associates,Private,Southeast,City,NA,0,124,NA,4164,22139,9500
Atlanta Institute of Music and Media,Duluth,GA,Associates,Private,Southeast,Suburb,NA,0,264,NA,3457,31186,15411
Illinois Media School,Chicago,IL,Associates,Private,Great Lakes,City,NA,0,36,NA,5609,38284,9500
New Dimensions School of Hair Design,Joplin,MO,Associates,Private,Plains,City,NA,0,34,NA,0,28050,PS
Jna Institute of Culinary Arts,Philadelphia,PA,Associates,Private,Mid East,City,NA,0,31,20438,4682,32286,8209
Putnam Career and Technical Center,Eleanor,WV,Associates,Public,Southeast,Suburb,NA,0,32,NA,10003,36203,PS
Crawford County Career and Technical Center Practical Nursing Program,Meadville,PA,Associates,Public,Mid East,Town,NA,0,25,NA,25866,46611,PS
Texas College of Cosmetology-San Angelo,San Angelon,TX,Associates,Private,Southwest,City,NA,0,83,NA,1357,21685,6333
Automeca Technical College-Bayamon,Bayamon,PR,Associates,Private,Outlying Areas,City,NA,0,459,12172,1640,24632,3030
Automeca Technical College-Caguas,Caguas,PR,Associates,Private,Outlying Areas,City,NA,0,194,12588,2020,24632,3030
Automeca Technical College-Ponce,Ponce,PR,Associates,Private,Outlying Areas,City,NA,0,284,12026,1607,24632,3030
Centura College-Chesapeake,Chesapeake,VA,Associates,Private,Southeast,City,NA,0,225,32162,2312,25930,14750
University of Phoenix-Hawaii,Kapolei,HI,Bachelors,Private,Far West,Suburb,NA,0,10,NA,1102,37752,31553
Prism Career Institute-Cherry Hill,Cherry Hill,NJ,Associates,Private,Mid East,Suburb,NA,0,328,NA,3826,32473,17200
Sonoran University of Health Sciences,Tempe,AZ,Graduate,Private,Southwest,City,NA,NA,NA,NA,21668,NA,PS
Escuela de Peritos Electricistas de Isabela Inc,Isabela,PR,Associates,Private,Outlying Areas,Suburb,NA,0,198,NA,478,24480,PS
Yeshiva D'monsey Rabbinical College,Monsey,NY,Bachelors,Private,Mid East,Suburb,0.4231,0,86,17700,5545,NA,PS
Lincoln Technical Institute-Mahwah,Mahwah,NJ,Associates,Private,Mid East,Suburb,NA,0,964,NA,4170,46396,11730
Career Technical Institute,Washington,DC,Associates,Private,Mid East,City,NA,0,370,NA,2672,30227,7917
Northwest Vista College,San Antonio,TX,Associates,Public,Southwest,City,NA,0,13872,10864,4388,42490,9400
Oconee Fall Line Technical College,Sandersville,GA,Associates,Public,Southeast,Rural,NA,0,1580,12105,8024,30899,6514
York County Community College,Wells,ME,Associates,Public,New England,Suburb,NA,0,1055,14164,5481,44873,8861
Western Suffolk BOCES,Northport,NY,Associates,Public,Mid East,Suburb,NA,0,274,NA,7205,49667,11339
Arkansas State University-Mountain Home,Mountain Home,AR,Associates,Public,Southeast,Town,NA,0,920,15406,9616,34238,10500
Columbia Gorge Community College,The Dalles,OR,Associates,Public,Far West,Town,NA,0,515,18278,12037,44440,19397
Bakke Graduate University,Dallas,TX,Graduate,Private,Southwest,City,NA,NA,NA,NA,2197,NA,PS
Tillamook Bay Community College,Tillamook,OR,Associates,Public,Far West,Town,NA,0,268,13199,10148,NA,PS
Manhattan School of Computer Technology,Brooklyn,NY,Associates,Private,Mid East,City,NA,0,625,NA,2840,26020,PS
Ross College-Hopkinsville,Hopkinsville,KY,Associates,Private,Southeast,Town,NA,0,65,NA,3525,29898,9500
Paul Mitchell the School-St. George,Saint George,UT,Associates,Private,Rocky Mountains,City,NA,0,103,NA,3229,38043,10556
Cadillac Institute of Cosmetology,Cadillac,MI,Associates,Private,Great Lakes,Town,NA,0,48,NA,2576,16514,PS
Arizona College of Nursing-Tempe,Tempe,AZ,Bachelors,Private,Southwest,City,1,0,1246,35067,7887,34657,9500
Vanguard-Sentinel Adult Career and Technology Center,Fremont,OH,Associates,Public,Great Lakes,Town,NA,0,19,NA,12702,33907,PS
Academy of Beauty Professionals,Raymore,MO,Associates,Private,Plains,Suburb,NA,0,36,NA,10243,25117,6333
New York Conservatory for Dramatic Arts,New York,NY,Associates,Private,Mid East,City,0.823,0,286,55473,8732,26921,12000
Eastern International College-Jersey City,Jersey City,NJ,Associates,Private,Mid East,City,1,0,474,29693,6061,35008,24751
Academia Serrant Inc,Ponce,PR,Associates,Private,Outlying Areas,City,NA,0,186,NA,930,18422,PS
San Joaquin Valley College-Trades Education Center,Fresno,CA,Associates,Private,Far West,City,NA,0,292,NA,4724,38317,10674
Pacific College,Costa Mesa,CA,Associates,Private,Far West,City,0.5,0,285,NA,12372,70064,22469
American College of Healthcare and Technology,Riverside,CA,Associates,Private,Far West,City,NA,0,321,NA,2128,31109,9500
Compu-Med Vocational Careers Corp,Hialeah,FL,Associates,Private,Southeast,Suburb,NA,0,417,NA,5865,22226,PS
Advantage Technical College,Manati,PR,Associates,Private,Outlying Areas,Suburb,NA,0,547,NA,367,26905,PS
Mid Cities Barber College,Grand Prairie,TX,Associates,Private,Southwest,Suburb,NA,0,44,NA,3340,24664,PS
Midwestern University-Glendale,Glendale,AZ,Graduate,Private,Southwest,Suburb,NA,NA,NA,NA,32447,NA,PS
Oregon Coast Community College,Newport,OR,Associates,Public,Far West,Town,NA,0,321,17465,15863,NA,PS
Gwinnett College-Sandy Springs,Sandy Springs,GA,Associates,Private,Southeast,City,NA,0,114,NA,3558,31206,9500
Mildred Elley-Pittsfield Campus,Pittsfield,MA,Associates,Private,New England,City,NA,0,172,29993,3770,38830,19000
Embry-Riddle Aeronautical University-Worldwide,Daytona Beach,FL,Bachelors,Private,Southeast,City,0.6175,0,8786,24015,5682,84131,23666
Merkaz Bnos-Business School,Brooklyn,NY,Associates,Private,Mid East,City,NA,0,153,NA,10537,27249,PS
Lia Schorr Institute of Cosmetic Skin Care Training,New York,NY,Associates,Private,Mid East,City,NA,0,38,NA,56,NA,PS
CET-Alexandria,Alexandria,VA,Associates,Private,Southeast,Suburb,NA,0,23,NA,19234,32986,7041
Aviation Institute of Maintenance-Norfolk,Norfolk,VA,Associates,Private,Southeast,City,NA,0,237,26469,4739,44173,29375
Centura College-Richmond Main,North Chesterfield,VA,Associates,Private,Southeast,Suburb,NA,0,31,30499,5530,25930,14750
Osceola Technical College,Kissimmee,FL,Associates,Public,Southeast,Suburb,NA,0,480,NA,6117,38484,PS
Miami Ad School,Miami,FL,Associates,Private,Southeast,City,NA,0,33,NA,3725,106192,25967
Green Country Technology Center,Okmulgee,OK,Associates,Public,Southwest,Rural,NA,0,75,NA,10804,51375,PS
Nova College de Puerto Rico,Bayamon,PR,Associates,Private,Outlying Areas,City,NA,0,156,NA,1784,20251,PS
John Wesley International Barber and Beauty College,Long Beach,CA,Associates,Private,Far West,City,NA,0,61,NA,3433,23643,PS
Southeastern College-West Palm Beach,West Palm Beach,FL,Associates,Private,Southeast,Suburb,0.8062,0,644,42393,4638,41200,19000
Ottawa University-Milwaukee,Brookfield,WI,Bachelors,Private,Great Lakes,Suburb,NA,0,57,NA,1756,55552,21500
Klamath Community College,Klamath Falls,OR,Associates,Public,Far West,Town,NA,0,1041,15769,8103,34357,17480
American College of Acupuncture and Oriental Med,Houston,TX,Graduate,Private,Southwest,City,NA,NA,NA,NA,6520,NA,PS
